Filename,Caption,Detected Objects
A_janitor_hung_himself_in_the_auditorium_because_h.png,a black and white photo of a man in a suit,"theater curtain, theatre curtain (0.97)"
A_janitor_was_killed_in_the_auditorium_of_Johnstow.png,a black and white photo of a city street,"bannister, banister, balustrade, balusters, handrail (0.73), prison, prison house (0.04), library (0.04)"
a_janitor_was_killed_in_the_basement_by_a_student.png,a black and white photo of a public restroom,"turnstile (0.26), refrigerator, icebox (0.22), sliding door (0.04), prison, prison house (0.03), bannister, banister, balustrade, balusters, handrail (0.02)"
A_janitor_who_has_been_thought_to_worship_Satan_an.png,a black and white photo of a person standing in a room .,"cloak (0.79), abaya (0.12), prison, prison house (0.02)"
a_lady_and_her_daughter_went_out_on_a_small_boat_r.png,a red and white boat floating on top of a lake .,"canoe (0.64), speedboat (0.15), paddle, boat paddle (0.05), lakeside, lakeshore (0.03)"
A_lady_in_white_that_was_seen_by_a_jogger_one_nigh.png,a blue and white flower in a green field .,"cloak (0.32), abaya (0.10), vestment (0.10), gown (0.08), picket fence, paling (0.07)"
A_lady_is_said_to_have_been_murdered_in_the_old_ho.png,a man is standing in front of an open door .,"cloak (0.60), abaya (0.11), fur coat (0.03), trench coat (0.02), vestment (0.02)"
A_large_ship_with_giant_sails_was_drifting_out_nea.png,a man standing on top of a boat in the ocean .,"schooner (0.94), pirate, pirate ship (0.02)"
A_little_boy_haunts_theater_number_5_who_was_kille.png,a black and white photo of a man standing in a doorway,"wardrobe, closet, press (0.70), sliding door (0.07), safe (0.06), prison, prison house (0.02)"
a_little_boy_was_hit_by_a_train_right_under_the_br.png,a black and white photo of an old church .,"church, church building (0.32), monastery (0.15), barn (0.09), boathouse (0.08), bell cote, bell cot (0.07)"
A_little_girl_has_been_heard_crying_in_the_woods_b.png,a person standing in the snow with a snowboard .,"cloak (0.74), poncho (0.04), plastic bag (0.03)"
A_little_girl_haunts_the_building__along_with_poss.png,a black and white photo of a bedroom,"four-poster (0.61), radiator (0.12), studio couch, day bed (0.05), quilt, comforter, comfort, puff (0.04)"
A_little_girl_hung_herself_from_the_swing_set_ther.png,a man in a field with a frisbee,swing (0.99)
A_little_girl_seems_to_be_haunting_the_projection.png,a black and white photo of a bathroom,"prison, prison house (0.35), badger (0.07), barbershop (0.05), punching bag, punch bag, punching ball, punchball (0.02), vault (0.02)"
A_little_girl_was_killed_suddenly_while_waiting_fo.png,a black and white photo of a fire hydrant,"mobile home, manufactured home (0.33), picket fence, paling (0.08), patio, terrace (0.07), window screen (0.04), flagpole, flagstaff (0.04)"
A_little_girl_with_long_hair_haunts_this_Bed___Bre.png,a little girl sitting on a bed with a laptop .,"grand piano, grand (0.50), upright, upright piano (0.44)"
A_long_time_ago__a_young_Native_American_and_her_w.png,a train traveling over a bridge over a river .,"valley, vale (0.44), worm fence, snake fence, snake-rail fence, Virginia fence (0.10), dam, dike, dyke (0.04), lumbermill, sawmill (0.03), Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis (0.02)"
A_long_while_back_the_Tuberculosis_patients_were_s.png,a black and white photo of a bedroom,"lumbermill, sawmill (0.17), toilet tissue, toilet paper, bathroom tissue (0.16), snowplow, snowplough (0.11), prison, prison house (0.07), spotlight, spot (0.03)"
a_lot_of_strange_things_have_happened_there__Repor.png,a black and white photo of a bathroom,"sliding door (0.50), doormat, welcome mat (0.07), medicine chest, medicine cabinet (0.04), barbershop (0.02), window screen (0.02)"
A_maid_that_fell_down_the_stairs_of_the_castle_tow.png,a large building with a clock on it .,"bell cote, bell cot (0.31), church, church building (0.14), castle (0.12), palace (0.10), monastery (0.04)"
a_male_and_a_female_about_18_years_of_age_back_in.png,a man standing in front of a wall with a surfboard .,"lab coat, laboratory coat (0.25), cloak (0.13), abaya (0.05), vestment (0.05), groom, bridegroom (0.03)"
A_man_burnt_his_baby__wife_and_himself_in_an_upsta.png,a black and white photo of a cat looking out a window .,"guillotine (0.05), window screen (0.05), china cabinet, china closet (0.05), wardrobe, closet, press (0.04), medicine chest, medicine cabinet (0.04)"
A_man_in_black_can_sometimes_be_seen_floating_up_a.png,a man standing on a sidewalk holding a skateboard .,"cloak (0.28), abaya (0.15), vestment (0.11), academic gown, academic robe, judge's robe (0.08), suit, suit of clothes (0.05)"
A_man_named_Ed_died_here_last_year_while_playing_E.png,a living room filled with lots of furniture .,"monitor (0.43), screen, CRT screen (0.15), desktop computer (0.07), desk (0.07), restaurant, eating house, eating place, eatery (0.02)"
A_man_named_Louie_was_killed_outside_on_the_front.png,a cat sitting on a bench outside a building .,"bannister, banister, balustrade, balusters, handrail (0.61), library (0.03), church, church building (0.02), mobile home, manufactured home (0.02), vault (0.02)"
A_man_walks_around_the_bar_blowing_on_all_of_the_l.png,a black and white photo of a woman in a car,"television, television system (0.90), entertainment center (0.06), home theater, home theatre (0.02)"
A_man_was_burnt_alive_in_the_school_and_haunts_the.png,a man in a suit and tie standing in front of a building .,"punching bag, punch bag, punching ball, punchball (0.10), prison, prison house (0.07), shoji (0.05), vault (0.05), ballplayer, baseball player (0.03)"
A_man_was_killed_by_a_drowning_in_the_outside_pool.png,a group of people standing on top of a boat .,"bathing cap, swimming cap (0.18), swimming trunks, bathing trunks (0.16), fountain (0.13), maillot, tank suit (0.10), bikini, two-piece (0.07)"
a_man_was_saved_from_being_crushed_by_a_ghost_of_m.png,a young boy wearing a tie and glasses .,"stethoscope (0.61), trench coat (0.05), bow tie, bow-tie, bowtie (0.02), sunglasses, dark glasses, shades (0.02), lab coat, laboratory coat (0.02)"
A_mother_and_young_daughter_can_be_heard_talking_t.png,a black and white photo of a room with a window .,"theater curtain, theatre curtain (0.44), window shade (0.10), sliding door (0.09), shoji (0.05), shower curtain (0.02)"
A_murder_has_occurred_there__if_you_look_carefully.png,a black and white photo of a man and a woman,"umbrella (0.80), groom, bridegroom (0.08), fountain (0.02)"
A_murder_suspect_was_hung_in_front_of_the_Inn_and.png,a black and white photo of a building with a clock tower .,"picket fence, paling (0.72), library (0.04), church, church building (0.04), restaurant, eating house, eating place, eatery (0.02)"
A_mysterious_lady_in_white_has_been_spotted_in_thi.png,a black and white photo of a fire hydrant .,"church, church building (0.51), fountain (0.29), altar (0.03), monastery (0.02)"
a_number_of_ghosts_have_been_seen_here_including_T.png,a black and white photo of a man and a woman,"china cabinet, china closet (0.25), grand piano, grand (0.13), upright, upright piano (0.07), throne (0.04), dining table, board (0.03)"
A_nun_that_lived_in_the_convent_there_many_years_a.png,a man standing in a bathroom next to a toilet .,"vestment (0.71), cloak (0.15)"
A_old_woman_has_been_seen_walking_up_and_down_the.png,a black and white photo of a street sign,"picket fence, paling (0.16), library (0.12), flagpole, flagstaff (0.10), prison, prison house (0.04), lakeside, lakeshore (0.04)"
a_priest_was_murdered_there_in_1960_a_ghost_is_see.png,a large building with a clock on it .,"church, church building (0.98)"
A_room_in_the_hotel_is_believed_to_be_haunted_by_A.png,a living room filled with furniture and a fire place .,"grand piano, grand (0.25), barbershop (0.06), restaurant, eating house, eating place, eatery (0.06), prison, prison house (0.04), palace (0.03)"
A_school_custodian_died_very_suddenly_of_a_violent.png,a group of people sitting in front of a sign .,"web site, website, internet site, site (0.82)"
A_section_of_the_road_Pushes_your_vehicle_uphill_w.png,a view of a road with a car driving down it .,"racer, race car, racing car (0.38), sports car, sport car (0.10), valley, vale (0.06), alp (0.05), car wheel (0.05)"
A_section_of_Wilkes_Barre_is_plains__there_is_only.png,a black and white photo of people sitting on benches,"picket fence, paling (0.10), water bottle (0.05), vestment (0.04), wine bottle (0.04), beer bottle (0.03)"
A_security_guard_reports_in_the_basement_of_the_ol.png,a black and white photo of a room with a window .,"prison, prison house (0.96)"
A_side_street_north_of_16_mile_on_Woodward_holds_a.png,a black and white photo of a snow covered street .,"tractor (0.13), snowplow, snowplough (0.12), park bench (0.08), barn (0.05), mobile home, manufactured home (0.03)"
A_small_area_on_the_outskirts_of_the_small_town_is.png,a large building with a clock tower on top .,"bell cote, bell cot (0.44), church, church building (0.43)"
A_small_cemetery_with_few_graves__Upon_passing_thr.png,a row of wooden park benches sitting next to each other .,"picket fence, paling (0.49), worm fence, snake fence, snake-rail fence, Virginia fence (0.33)"
A_small_island_on_Dunn_Pond_is_said_to_be_haunted_.png,a black and white photo of a boat in the water .,"boathouse (0.85), lakeside, lakeshore (0.09)"
A_small_passenger_plane_crashed_into_the_pond_seve.png,a small boat in a body of water,"geyser (0.93), fountain (0.02)"
A_small_town_in_California_named_Scotia__there_are.png,a living room with a couch and a table,"four-poster (0.85), studio couch, day bed (0.03), mosquito net (0.02)"
A_soldier_in_his_late_teens_early_20_s_from_the_Re.png,a black and white photo of a man in a suit .,"bow tie, bow-tie, bowtie (0.73), suit, suit of clothes (0.11), Windsor tie (0.03)"
a_state_trooper_stated_she_goes_up_there_all_the_t.png,a black and white photo of a park bench,"pedestal, plinth, footstall (0.25), obelisk (0.15), worm fence, snake fence, snake-rail fence, Virginia fence (0.06), megalith, megalithic structure (0.04), brass, memorial tablet, plaque (0.03)"
A_strange_ghost_hangs_around_this_place_a_lot__He.png,a black and white photo of a man in a suit,"crutch (0.86), swab, swob, mop (0.05)"
A_student_by_the_name_of_Edwin_was_killed_in_the_t.png,a man standing in a bathroom next to a toilet .,"bow tie, bow-tie, bowtie (0.18), lab coat, laboratory coat (0.16), brassiere, bra, bandeau (0.09), sliding door (0.04), wardrobe, closet, press (0.04)"
A_student_committed_suicide_and_still_haunts_his_r.png,a black and white photo of a building with a clock,"prison, prison house (0.94)"
A_student_here_experienced_many_hauntings_working.png,a black and white photo of a kitchen .,"sliding door (0.56), prison, prison house (0.18), turnstile (0.02)"
A_student_who_died_in_the_mid_90_s_has_been_known.png,a black and white photo of a bedroom,"theater curtain, theatre curtain (0.89)"
a_supervisor_was_shot_by_a_disgruntled_employee_in.png,a black and white photo of a man in a suit .,"barbershop (0.24), prison, prison house (0.10), television, television system (0.05), sliding door (0.04), refrigerator, icebox (0.04)"
a_tall_dark_figure_of_a_man_walking_down_the_stree.png,a black and white photo of a person holding an umbrella .,"cloak (0.50), trench coat (0.07), fur coat (0.05), umbrella (0.04), kimono (0.03)"
A_three_family_house_next_to_a_church_in_second_an.png,a clock on a wall in a room,"church, church building (0.27), vault (0.23), monastery (0.21), altar (0.08)"
A_tombstone_lies_here_with_a_picture_of_a_man_who.png,a black and white photo of a baseball glove .,"book jacket, dust cover, dust jacket, dust wrapper (0.06), milk can (0.05), wallet, billfold, notecase, pocketbook (0.05), television, television system (0.04), ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.04)"
A_train_used_to_run_through_Flourtown_until_the_60.png,a train traveling down train tracks near a forest .,"steam locomotive (0.76), freight car (0.08), passenger car, coach, carriage (0.04), electric locomotive (0.02)"
A_very_old_cemetery__many_people_have_heard_a_very.png,a group of people sitting on top of a lush green field .,"pedestal, plinth, footstall (0.31), obelisk (0.23), park bench (0.11), brass, memorial tablet, plaque (0.05), megalith, megalithic structure (0.03)"
A_very_tall_old_brick_building__People_have_said_t.png,a pair of shoes sitting on top of a wooden bench .,"vault (0.37), bannister, banister, balustrade, balusters, handrail (0.14), prison, prison house (0.07), barrel, cask (0.06), vase (0.03)"
A_volunteer_fireman_was_killed_in_the_basement_of.png,a black and white photo of a person walking down a sidewalk .,"prison, prison house (0.67), spotlight, spot (0.03), sliding door (0.02), turnstile (0.02)"
A_walk_past_Captain_Smith_s_house_is_the_spot_wher.png,a red fire hydrant sitting in the middle of a field .,"bell cote, bell cot (0.25), church, church building (0.24), lakeside, lakeshore (0.07), beacon, lighthouse, beacon light, pharos (0.05), worm fence, snake fence, snake-rail fence, Virginia fence (0.04)"
a_white_cloaked_figure_with_no_hands_or_face_walks.png,a black and white photo of a building with a window,"prison, prison house (0.88), sliding door (0.02)"
A_white_mist_is_seen_as_you_approach_the_castle_.png,a black and white photo of a church with a clock tower .,castle (0.90)
A_witness_visiting_a_grave_of_a_relative_reports_b.png,a row of wooden benches sitting next to each other .,"picket fence, paling (0.85), worm fence, snake fence, snake-rail fence, Virginia fence (0.04)"
A_woman_about_20_years_ago_ran_a_camp_for_orphans_.png,a group of people sitting on top of a sandy beach .,"yawl (0.93), mountain tent (0.03)"
A_woman_all_dressed_in_white_nun_like_robes_was_re.png,a man standing next to a woman holding a cell phone .,"vestment (0.54), cloak (0.26)"
